"","windowstart","windowend","matrix.unlist.powers...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",5.92508158346502
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",1.11191170629775
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",10.2204054932985
