"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-230.502022035533,-15.3668014690355
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-260.538372909602,-17.3692248606401
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-110.110432104169,-7.34069547361128
