"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",10.4734010976544
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",11.2980139812133
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",7.86215925795664
