"","windowstart","windowend","matrix.unlist.cosamps...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",23.5749624244942
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",22.3838092631915
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",19.0193053248978
