"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-126.463865673746,-8.43092437824973
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-117.383208739412,-7.82554724929412
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-121.500493200078,-8.10003288000518
