"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-217.12580263168,-14.4750535087786
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-126.383916488188,-8.42559443254588
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-148.630633088869,-9.90870887259126
