"","windowstart","windowend","matrix.unlist.powers...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",14.2968583472374
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",11.7133398904053
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",10.5478677197123
