"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-138.572100904392,-9.23814006029279
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-126.985856415697,-8.46572376104644
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-132.171347135614,-8.81142314237428
