"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-153.557537050924,-10.2371691367283
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-151.49604650409,-10.099736433606
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-344.96154379928,-22.9974362532853
