"","windowstart","windowend","matrix.unlist.cosprs...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",20.3125700785891
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",25.5493100786247
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",33.0576861719758
