"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",14.8755350439105
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",65.7715413883998
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",12.6649786859298
