"","windowstart","windowend","matrix.unlist.cosamps...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",4.14030482571872
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",3.90005333030723
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",6.57942153142337
