"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",5.24422883143231
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",6.28975166246919
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",12.054141884336
