"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-181.801234698834,-12.1200823132556
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-182.891550769837,-12.1927700513225
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-240.329249134804,-16.0219499423203
