"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-144.459908021255,-9.63066053475033
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-105.097445994054,-7.00649639960358
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-89.5933988802393,-5.97289325868262
