"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0,0
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-224.454435254625,-14.963629016975
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-327.331392372665,-21.8220928248443
