"","windowstart","windowend","matrix.unlist.cosprs...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",18.1932907713395
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",28.9866781556332
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",27.4514509136338
