"","windowstart","windowend","matrix.unlist.cosampses...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",2.3529581857109
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",3.0626885002231
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",3.23683978169951
