"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-166.616080031775,-11.107738668785
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-328.200160993103,-21.8800107328735
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-162.625263436151,-10.8416842290768
