"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-179.38390412561,-11.9589269417073
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-12.2890820200316,-0.819272134668775
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-77.3912064414762,-5.15941376276508
