"","windowstart","windowend","matrix.unlist.periods...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",20.9439528023599
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",25.8181818181818
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",19.5054945054945
