"","windowstart","windowend","matrix.unlist.cosamps...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",6.39084771219641
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",25.2184542111689
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",39.4813486616937
