"","windowstart","windowend","matrix.unlist.cosamps...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",4.5512999764857
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",3.08185056369245
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",3.7733815765327
