"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-202.481747047904,-13.4987831365269
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-109.268753374769,-7.28458355831793
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-156.571007561445,-10.438067170763
