"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-178.465047799167,-11.8976698532778
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-356.923453374463,-23.7948968916308
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-236.421605600159,-15.7614403733439
