"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-128.367188694598,-8.55781257963987
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-198.989391352392,-13.2659594234928
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-35.3961369799553,-2.35974246533035
