"","windowstart","windowend","matrix.unlist.autopowersall...ncol...length.names.sensor....."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0.0687430418942888
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",0.0845681797598005
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",0.0551696889980642
