"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-223.248530565916,-14.883235371061
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-107.031241642131,-7.13541610947543
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-53.7224761533873,-3.58149841022582
