"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-194.080015895062,-12.9386677263375
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-135.711093967865,-9.04740626452435
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-132.064910322321,-8.80432735482137
