"","windowstart","windowend","matrix.unlist.cosprs...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",34.9693796075343
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",31.5178570671731
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",33.1929847997212
