"","windowstart","windowend","matrix.unlist.cospvals...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0.000000356917180255323
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",0.00000212529044985033
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",0.000000904401707746416
