"","windowstart","windowend","matrix.unlist.autopowersall...ncol...length.names.sensor....."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0.30729340894678
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",0.224062265331298
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",0.0863567940165707
