"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-136.357045978444,-9.0904697318963
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-128.599953300068,-8.57333022000457
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-122.786742642622,-8.18578284284145
