"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",13.815689000752
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",15.7551794361152
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",10.0678781442478
