"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",12.8275941898634
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",9.88566023336792
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",7.20579667253657
