"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-163.186834845326,-10.8791223230217
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-229.803206903663,-15.3202137935775
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-148.881630873737,-9.92544205824916
