"","windowstart","windowend","matrix.unlist.powers...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",19.5242409129771
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",17.9196113647714
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",15.7427345754359
