window,IND 1,IND 10,IND 11,IND 12,IND 13,IND 14,IND 15,IND 16,IND 17,IND 18,IND 19,IND 2,IND 20,IND 21,IND 22,IND 23,IND 24,IND 25,IND 26,IND 27,IND 28,IND 29,IND 3,IND 30,IND 31,IND 32,IND 4,IND 5,IND 6,IND 7,IND 8,IND 9
1,0.0476012628741046,0,0,0,0,0,1.58120731461656e-6,6.92645592326814e-4,0,0,0,0.00587319782622153,0,0,0,0,0,0.13899465613962,0,0,0,0,0.00347273105720393,0.28900130083393,0,0,0.00979089797911091,0.00297094353626515,0.0292299010377826,0.00844222351128784,4.65881258353838e-6,0
2,7.26228233517516e-4,0,0,0,0,0,8.51853369918876e-7,0.00150637409485201,0,0,0,0.0107207809554507,0,0,0,0,0,0.782676888327808,0,0,0,0,NA,0.983339829516123,0,0,1.90888985292515e-5,NA,0.334677857731756,0.716477676539743,0,0
3,1.00504157148742e-5,0,0,0,0,0,4.87244107922157e-5,2.98497791623626e-4,0,0,0,0.031770640268533,0,0,0,0,0,0.657346408369417,0,0,0,0,7.00980390441593e-4,0.00539895213127915,0,0,1.1455659867679e-8,0.735987875145453,NA,1.15085702767421e-4,0,0
