"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-211.481609459408,-14.0987739639605
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-152.852360453036,-10.1901573635357
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-199.220839224017,-13.2813892816011
