"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-176.245236084314,-11.7496824056209
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-13.7935811518068,-0.919572076787123
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-234.809690800785,-15.653979386719
