"","windowstart","windowend","matrix.unlist.cospvals...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0.00448748044996106
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",0.192573874168773
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",0.00000728150692164142
