"","windowstart","windowend","matrix.unlist.periods...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",22.6114649681529
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",26.1992619926199
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",27.3076923076923
