"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",24.6529647110487
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",20.6192992491793
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",10.9563541640514
