"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-182.737201293618,-12.1824800862412
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-145.364665944089,-9.6909777296059
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-179.674373414594,-11.978291560973
