"","windowstart","windowend","matrix.unlist.cospvals...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0.0000541709289458847
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",0.00000672290664205377
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",0.000310406207866931
