"","windowstart","windowend","matrix.unlist.autopowersall...ncol...length.names.sensor....."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",0.0525530836780423
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",0.0713420531399692
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",0.0843727842726778
