"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-154.493949510688,-10.2995966340459
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-119.337810808165,-7.95585405387768
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-103.49030230474,-6.89935348698264
