"","windowstart","windowend","matrix.unlist.powers...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",14.1501655487975
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",13.0029902722055
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",13.4508179316591
