"mesor","pval_lombout","pwr_lombout","period_lombout","pval_cos","phi_cos","phi_SE_cos","amp_cos","amp_SE_cos","PR_cos","period_auto","pwr_auto","window_start","window_end"
23.2400946207941,0.000428885783357787,8.90489194134228,22.9773462783171,0.0000348558943005228,-147.071333812901,11.5490383004794,15.2428228217505,3.11907097111451,25.7339004568569,4,0.0321100020695059,"2020-03-14 12:00:00","2020-03-17 11:00:00"
26.3059008779212,0.00000449971435937323,13.4620686664963,23.6666666666667,0.0000000148436345437375,-106.326317187344,8.22630269105522,18.7729088721076,2.72826767260417,40.6954351967715,12,0.0407799271415575,"2020-03-15 12:00:00","2020-03-18 11:00:00"
22.7488425206136,0.000000119706289111421,17.0887967127481,23.7458193979933,0.000000324334792245473,-93.0263965793487,9.27137518959848,15.1039589372161,2.46980640808681,35.1495705788788,22,0.18470724116142,"2020-03-16 12:00:00","2020-03-19 11:00:00"
