"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-146.180615606434,-9.74537437376228
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-141.286944513338,-9.4191296342225
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-139.987417203976,-9.33249448026507
