"","windowstart","windowend","matrix.unlist.cosphises...ncol...length.names.sensor.....1..nrow...length.startwindows..."
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",7.53358860994882
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",7.77323307779338
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",6.81433157786781
