"","windowstart","windowend","matrix.unlist.cosphis...ncol...length.names.sensor.....1..nrow...length.startwindows...","phasehrs"
"1","2020-03-14 12:00:00","2020-03-17 11:00:00",-163.823241232979,-10.9215494155319
"2","2020-03-15 12:00:00","2020-03-18 11:00:00",-138.820488524403,-9.25469923496018
"3","2020-03-16 12:00:00","2020-03-19 11:00:00",-128.504197752078,-8.56694651680517
