window,IND 1,IND 10,IND 11,IND 12,IND 13,IND 14,IND 15,IND 16,IND 17,IND 18,IND 19,IND 2,IND 20,IND 21,IND 22,IND 23,IND 24,IND 25,IND 26,IND 27,IND 28,IND 29,IND 3,IND 30,IND 31,IND 32,IND 4,IND 5,IND 6,IND 7,IND 8,IND 9
1,18.0773802417775,0,0,0,0,0,8.06368940749944,13.7586097658287,0,0,0,15.7361336958495,0,0,0,0,0,22.3652577954663,0,0,0,0,14.8755350439105,65.9534453073285,0,0,12.8275941898634,15.3520127256225,28.2489880155651,16.4733014693914,12.5845443341991,0
2,11.5344945591032,0,0,0,0,0,8.26428848942653,11.991242486541,0,0,0,19.0402415565177,0,0,0,0,0,38.6177951249946,0,0,0,0,65.7715413883998,73.4183117825485,0,0,9.88566023336792,27.5057940819177,29.7379808906216,31.2072012519427,0,0
3,9.88350233556121,0,0,0,0,0,10.4759848894636,10.5090373005163,0,0,0,28.7662794192483,0,0,0,0,0,35.9245922127815,0,0,0,0,12.6649786859298,15.0947946235228,0,0,7.20579667253657,29.3723520080177,30.5321577709558,11.1652797385423,0,0
